Vin,D,Fs,L,C,Rload,Vout_avg,Vout_ripple,Vout_theoretical,Gain_error_pct,Voltage_gain,IL_avg,IL_peak,IL_ripple,IL_rms,Iout_avg,Iin_avg,Power_in,Power_out,Efficiency,Settling_time,step_num
52.0,0.5,20000.0,4.9999999999999996e-05,4.7e-05,1.0,95.55046154667806,50.55896,104.0,8.124556205117244,1.837508875897655,194.32407316812646,206.0958,25.4281,194.70852100712594,95.55046154667806,194.32407316812646,10104.851804742575,9129.890701783204,90.35155466108087,0.0002508420636294015,12
56.0,0.5,20000.0,4.9999999999999996e-05,4.7e-05,1.0,102.83226671591389,54.47309,112.0,8.185476146505456,1.836290477069891,209.42444411143944,222.0455,27.3836,209.8375837527372,102.83226671591389,209.42444411143944,11727.768870240609,10574.475077932851,90.16612788785207,0.0002510362749557535,13
60.0,0.5,20000.0,4.9999999999999996e-05,4.7e-05,1.0,109.9528801107665,58.40906,120.0,8.372599907694584,1.8325480018461084,224.7183528134692,238.073,29.33880000000002,225.158596389223,109.9528801107665,224.7183528134692,13483.101168808153,12089.635844652592,89.6650977641612,0.0002511239338013094,14
36.0,0.6,20000.0,4.9999999999999996e-05,4.7e-05,1.0,81.5900076292451,51.45420000000001,90.0,9.344435967505452,2.2663891008123636,205.6414930997188,215.3498,20.867999999999995,205.8864560103124,81.5900076292451,205.6414930997188,7403.093751589877,6656.929344940272,89.92091101791924,0.0003500000000000001,15
40.0,0.6,20000.0,4.9999999999999996e-05,4.7e-05,1.0,90.6347137636247,57.15780000000001,100.0,9.365286236375297,2.2658678440906175,228.48310273562728,239.2606,23.186300000000017,228.75428796294182,90.6347137636247,228.48310273562728,9139.324109425092,8214.65133901418,89.88248190632252,0.0003500000000000001,16
44.0,0.6,20000.0,4.9999999999999996e-05,4.7e-05,1.0,98.16222719999999,62.940529999999995,110.0,10.761611636363645,2.230959709090909,252.24373751351348,263.4356,25.50350000000003,252.53801270871264,98.16222719999999,252.24373751351348,11098.724450594593,9635.822848864418,86.81919162654947,0.0003506096108565959,17
48.0,0.6,20000.0,4.9999999999999996e-05,4.7e-05,1.0,109.79128014426229,68.81932,120.0,8.507266546448093,2.2873183363387977,274.6993144480874,287.9237,27.819500000000005,275.0265467895505,109.79128014426229,274.6993144480874,13185.567093508196,12054.125195715882,91.41908808496095,0.0003500000000000001,18
52.0,0.6,20000.0,4.9999999999999996e-05,4.7e-05,1.0,117.21319705981823,74.46022999999998,130.0,9.836002261678287,2.254099943458043,297.98328864933416,311.6495,30.138199999999983,298.3339435563358,117.21319705981823,297.98328864933416,15495.131009765377,13738.933564983781,88.6661336152963,0.0003500000000000001,19
56.0,0.6,20000.0,4.9999999999999996e-05,4.7e-05,1.0,124.41179612789735,80.2101,140.0,11.134431337216181,2.2216392165695953,321.7624926324503,335.7257,32.45550000000003,322.1347684216282,124.41179612789735,321.7624926324503,18018.699587417217,15478.295015769494,85.90128794076941,0.0003511476789821103,20
60.0,0.6,20000.0,4.9999999999999996e-05,4.7e-05,1.0,135.55691901178994,86.16478,150.0,9.628720658806705,2.2592819835298323,344.1354240300107,360.116,35.010699999999986,344.5408549181275,135.55691901178994,344.1354240300107,20648.125441800643,18375.67829196898,88.99441425694143,0.0003499067004055392,21
36.0,0.65,20000.0,4.9999999999999996e-05,4.7e-05,1.0,91.7691349006767,62.85883,102.85714285714286,10.780007735453207,2.5491426361299085,264.94802383759003,275.1553,22.375100000000003,265.1654292605098,91.7691349006767,264.94802383759003,9538.12885815324,8421.5741204186,88.29377591412802,0.0004501996118773612,22
40.0,0.65,20000.0,4.9999999999999996e-05,4.7e-05,1.0,102.88244697499447,69.85035,114.28571428571429,9.977858896879848,2.572061174374862,294.12307809249836,305.7785,24.860299999999995,294.364958247408,102.88244697499447,294.12307809249836,11764.923123699935,10584.797895562548,89.96912078617773,0.00045,23
44.0,0.65,20000.0,4.9999999999999996e-05,4.7e-05,1.0,112.75022600174788,76.95445000000001,125.71428571428572,10.312320225882377,2.562505136403361,324.19555982084336,336.8161,27.34359999999998,324.46152999184886,112.75022600174788,324.19555982084336,14264.604632117107,12712.613463445223,89.11998468448583,0.0004500092298833163,24
48.0,0.65,20000.0,4.9999999999999996e-05,4.7e-05,1.0,119.7069318659711,83.93085,137.14285714285714,12.71369551439607,2.493894413874398,354.790541312199,367.3922,29.828599999999994,355.07506649735757,119.7069318659711,354.790541312199,17029.945982985555,14329.749536764248,84.14442154473628,0.0004,25
52.0,0.65,20000.0,4.9999999999999996e-05,4.7e-05,1.0,124.11395739722636,91.08063,148.57142857142858,16.46175944417457,2.3868068730235836,386.5793604011887,398.3208,32.488800000000026,386.86179709600674,124.11395739722636,386.5793604011887,20102.12674086181,15404.274420800519,76.63007312299987,0.0004007362724980158,26
56.0,0.65,20000.0,4.9999999999999996e-05,4.7e-05,1.0,135.67630734374998,98.04725,160.0,15.202307910156259,2.422791202566964,415.8957140625,429.102,34.77909999999997,416.2065216189301,135.67630734374998,415.8957140625,23290.159987500003,18408.060374435707,79.03793011432917,0.0004,27
60.0,0.65,20000.0,4.9999999999999996e-05,4.7e-05,1.0,145.5394441818649,104.9952,171.42857142857144,15.101990893912154,2.4256574030310816,445.367477600822,459.5843,37.2629,445.7000423026325,145.5394441818649,445.367477600822,26722.04865604932,21181.729812766167,79.26686342579899,0.0004,28
36.0,0.7000000000000001,20000.0,4.9999999999999996e-05,4.7e-05,1.0,106.15716200962169,77.45239,120.00000000000003,11.535698325315282,2.9488100558228245,352.90769722282965,363.9668,23.72369999999995,353.09076936661984,106.15716200962169,352.90769722282965,12704.677100021867,11269.343045937067,88.70231771508517,0.00055,29
40.0,0.7000000000000001,20000.0,4.9999999999999996e-05,4.7e-05,1.0,109.91246720421812,86.10372999999998,133.33333333333337,17.565649596836437,2.747811680105453,394.7955057355967,404.5964,26.34540000000004,394.98069798197764,109.91246720421812,394.7955057355967,15791.820229423867,12080.750446918324,76.50005047808898,0.0005,30
44.0,0.7000000000000001,20000.0,4.9999999999999996e-05,4.7e-05,1.0,121.56157304438102,94.82254999999999,146.66666666666669,17.11710928792204,2.7627630237359324,434.58164290163506,445.5242,28.97629999999998,434.7872898508452,121.56157304438102,434.58164290163506,19121.59228767194,14777.216041024383,77.28025898006172,0.0005,31
48.0,0.7000000000000001,20000.0,4.9999999999999996e-05,4.7e-05,1.0,120.3516940037594,103.42282000000002,160.00000000000003,24.780191247650386,2.5073269584116544,477.7412226315789,485.9567,31.60880000000003,477.92601607555093,120.3516940037594,477.7412226315789,22931.57868631579,14484.530249574538,63.1641216146102,0.0004509500326237667,32
52.0,0.7000000000000001,20000.0,4.9999999999999996e-05,4.7e-05,1.0,134.7079995528455,112.0802,173.33333333333337,22.283846411819916,2.5905384529393367,516.4536149593496,526.6493,34.240000000000066,516.6709553056684,134.7079995528455,516.4536149593496,26855.587977886178,18146.245143529424,67.56971829651121,0.00045,33
56.0,0.7000000000000001,20000.0,4.9999999999999996e-05,4.7e-05,1.0,155.457418400984,120.74779999999998,186.6666666666667,16.719240142330015,2.776025328589,553.2193614760147,567.3397,36.870900000000006,553.4827610498844,155.457418400984,553.2193614760147,30980.284242656824,24167.0089358986,78.007705631774,0.0005,34
60.0,0.7000000000000001,20000.0,4.9999999999999996e-05,4.7e-05,1.0,166.39952971153846,129.582,200.00000000000006,16.800235144230793,2.773325495192308,593.7306257692306,608.7568,39.4982,594.0141564815005,166.39952971153846,593.7306257692306,35623.83754615384,27688.803488221172,77.72549336479506,0.0005,35
36.0,0.75,20000.0,4.9999999999999996e-05,4.7e-05,1.0,115.58781264332038,96.74957,144.0,19.730685664360852,3.210772573425566,495.10225211413746,504.429,24.781999999999982,495.2335848269365,115.58781264332038,495.10225211413746,17823.681076108947,13360.542431667334,74.9595012086249,0.000699905263778766,36
40.0,0.75,20000.0,4.9999999999999996e-05,4.7e-05,1.0,126.54640444929646,107.54280000000001,160.0,20.908497219189712,3.1636601112324114,550.8280851770986,560.6974,27.53449999999998,550.9713072297353,126.54640444929646,550.8280851770986,22033.123407083945,16013.992479044919,72.68144503695832,0.0006500000000000001,37
44.0,0.75,20000.0,4.9999999999999996e-05,4.7e-05,1.0,142.46499161507737,118.31236000000001,176.0,19.05398203688786,3.2378407185244855,605.1685863954069,616.8454,30.27570000000003,605.330658597562,142.46499161507737,605.1685863954069,26627.417801397904,20296.273835884065,76.22321468519768,0.0007000000000000001,38
48.0,0.75,20000.0,4.9999999999999996e-05,4.7e-05,1.0,156.0314481245403,129.107,192.0,18.733620768468594,3.250655169261256,660.2586065702378,673.1447,33.02369999999996,660.4369147124884,156.0314481245403,660.2586065702378,31692.413115371415,24345.812803841112,76.81905670992575,0.0007000000000000001,39
52.0,0.75,20000.0,4.9999999999999996e-05,4.7e-05,1.0,171.27732,140.01080000000002,208.0,17.65513461538461,3.2937946153846154,715.426016923077,729.9202,35.772699999999986,715.6224226076143,171.27732,715.426016923077,37202.15288,29335.9203463824,78.85543732108441,0.0007000000000000001,40
56.0,0.75,20000.0,4.9999999999999996e-05,4.7e-05,1.0,184.18393338171265,150.74859999999998,224.0,17.775029740306852,3.2889988103877257,770.3771153120464,785.9218,38.51299999999992,770.5878303312516,184.18393338171265,770.3771153120464,43141.1184574746,33923.72131595916,78.63431113729403,0.0007000000000000001,41
60.0,0.75,20000.0,4.9999999999999996e-05,4.7e-05,1.0,198.15845649021028,161.48589999999996,240.0,17.43397646241238,3.3026409415035047,825.0693067681894,841.9319,41.26030000000003,825.2957818894071,198.15845649021028,825.0693067681894,49504.15840609137,39266.773878582564,79.3201523727972,0.0007000000000000001,42
36.0,0.8,20000.0,4.9999999999999996e-05,4.7e-05,1.0,139.13595942394014,122.71301,180.00000000000003,22.702244764477715,3.864887761776115,732.5361133416459,742.564,25.773500000000013,732.629561747929,139.13595942394014,732.5361133416459,26371.300080299254,19358.815204820316,73.40864934938254,0.001,43
40.0,0.8,20000.0,4.9999999999999996e-05,4.7e-05,1.0,154.99078856714925,136.5026,200.00000000000006,22.504605716425395,3.8747697141787314,814.250698701947,825.4515,28.639499999999998,814.3551454404619,154.99078856714925,814.250698701947,32570.02794807788,24022.144540666763,73.75536974964257,0.001,44
44.0,0.8,20000.0,4.9999999999999996e-05,4.7e-05,1.0,172.44440926573427,150.0985,220.00000000000006,21.616177606484445,3.9191911196757787,895.4547738511488,908.1937,31.530700000000024,895.5706782550509,172.44440926573427,895.4547738511488,39400.010049450546,29737.074287008058,75.47478858428047,0.00105,45
48.0,0.8,20000.0,4.9999999999999996e-05,4.7e-05,1.0,184.487225727793,163.8737,240.00000000000006,23.130322613419597,3.8434838693290208,978.3292075143071,991.4727,34.451400000000035,978.4532128320212,184.487225727793,978.3292075143071,46959.80196068674,34035.536456737645,72.47802383244955,0.001,46
52.0,0.8,20000.0,4.9999999999999996e-05,4.7e-05,1.0,197.60095869336143,177.507,260.00000000000006,23.99963127178408,3.800018436410797,1060.2899683877765,1074.016,37.215000000000146,1060.4211229190128,197.60095869336143,1060.2899683877765,55135.07835616438,39046.13887653553,70.81905030460517,0.001,47
56.0,0.8,20000.0,4.9999999999999996e-05,4.7e-05,1.0,208.66521705589082,190.9981,280.00000000000006,25.476708194324722,3.726164590283765,1141.8335982681713,1155.761,40.009000000000015,1141.9700726059073,208.66521705589082,1141.8335982681713,63942.68150301759,43541.17280898203,68.09406766422086,0.0009500000000000001,48
60.0,0.8,20000.0,4.9999999999999996e-05,4.7e-05,1.0,226.26017045886505,204.72440000000003,300.00000000000006,24.579943180378333,3.771002840981084,1223.1529299484118,1238.641,42.952999999999975,1223.3011346391881,226.26017045886505,1223.1529299484118,73389.17579690472,51193.664736074665,69.75642413228168,0.0009500000000000001,49
36.0,0.4,50000.0,4.9999999999999996e-05,4.7e-05,1.0,57.18611303756419,9.7864,60.0,4.689811604059682,1.5885031399323386,96.37386302945681,98.94868,5.671750000000003,96.41209896785229,57.18611303756419,96.37386302945681,3469.4590690604455,3270.251524345069,94.25825349859731,0.00024,50
40.0,0.4,50000.0,4.9999999999999996e-05,4.7e-05,1.0,63.56736475860252,10.891280000000002,66.66666666666667,4.648952862096223,1.589184118965063,107.28700854108146,110.1078,6.3018,107.32946785857388,63.56736475860252,107.28700854108146,4291.480341643259,4040.809862353222,94.15888086780674,0.00024,51
44.0,0.4,50000.0,4.9999999999999996e-05,4.7e-05,1.0,69.52095278139764,11.990620000000007,73.33333333333334,5.198700752639595,1.5800216541226737,118.39909152142043,121.2313,6.93180000000001,118.44453436218956,69.52095278139764,118.39909152142043,5209.560026942499,4833.16287563332,92.7748763933509,0.00024,52
48.0,0.4,50000.0,4.9999999999999996e-05,4.7e-05,1.0,76.56873524708243,13.095330000000004,80.0,4.289080941146963,1.5951819843142172,128.93136251823486,132.3908,7.561800000000019,128.9821086194793,76.56873524708243,128.93136251823486,6188.705400875273,5862.771217337803,94.73340282942904,0.00024,53
52.0,0.4,50000.0,4.9999999999999996e-05,4.7e-05,1.0,82.9174647145173,14.199960000000004,86.66666666666667,4.32600225248005,1.5945666291253326,139.86792526116716,143.5526,8.1918,139.9227440257953,82.9174647145173,139.86792526116716,7273.132113580692,6875.30595468322,94.53019479524323,0.00024,54
56.0,0.4,50000.0,4.9999999999999996e-05,4.7e-05,1.0,89.36866003466204,15.302710000000005,93.33333333333334,4.247864248576392,1.5958689291903936,150.71529829426254,154.6935,8.821799999999996,150.77438905234794,89.36866003466204,150.71529829426254,8440.056704478702,7986.757396391001,94.62919120143874,0.00024,55
60.0,0.4,50000.0,4.9999999999999996e-05,4.7e-05,1.0,95.7954188,16.40907999999999,100.0,4.204581200000007,1.5965903133333332,161.62652266666666,165.8696,9.451799999999992,161.6899295513459,95.7954188,161.62652266666666,9697.59136,9176.762263067392,94.62929424845751,0.00024,56
36.0,0.5,50000.0,4.9999999999999996e-05,4.7e-05,1.0,67.78804514882462,14.579280000000004,72.0,5.849937293299136,1.8830012541340173,137.99158852528325,141.0282,7.037900000000008,138.03240292470872,67.78804514882462,137.99158852528325,4967.697186910197,4595.219065099085,92.50199624098293,0.00034,57
40.0,0.5,50000.0,4.9999999999999996e-05,4.7e-05,1.0,75.83692126538426,16.21839,80.0,5.203848418269672,1.8959230316346065,153.29761749475796,156.877,7.819600000000008,153.3432687072132,75.83692126538426,153.29761749475796,6131.904699790319,5751.2386270120915,93.79204192799597,0.00034,58
44.0,0.5,50000.0,4.9999999999999996e-05,4.7e-05,1.0,83.35420256537982,17.857219999999998,88.0,5.279315266613838,1.8944136946677232,168.857508423768,172.7255,8.601200000000006,168.9075282565012,83.35420256537982,168.857508423768,7429.7303706457915,6947.923085310372,93.51514440902193,0.00034,59
48.0,0.5,50000.0,4.9999999999999996e-05,4.7e-05,1.0,91.21982603114591,19.50094,96.0,4.979347884223007,1.9004130423155399,184.28990471689622,188.607,9.382800000000003,184.3448504206506,91.21982603114591,184.28990471689622,8845.915426411018,8321.056661152526,94.06665404361163,0.00034,60
52.0,0.5,50000.0,4.9999999999999996e-05,4.7e-05,1.0,98.96213959999999,21.13347999999999,104.0,4.844096538461551,1.903118069230769,199.70199466666665,204.4198,10.164500000000004,199.7612561994549,98.96213959999999,199.70199466666665,10384.503722666666,9793.505074209885,94.30884070880744,0.00034,61
56.0,0.5,50000.0,4.9999999999999996e-05,4.7e-05,1.0,106.57111200302006,22.77391999999999,112.0,4.847221425874944,1.903055571482501,215.23446150293123,220.2812,10.946200000000005,215.2982035494179,106.57111200302006,215.23446150293123,12053.129844164148,11357.401913560247,94.22782348154361,0.00034,62
60.0,0.5,50000.0,4.9999999999999996e-05,4.7e-05,1.0,114.34368804741223,24.423599999999993,120.0,4.713593293823142,1.9057281341235373,230.61386767100976,236.0775,11.733399999999989,230.6824730581934,114.34368804741223,230.61386767100976,13836.832060260585,13074.478996283922,94.49040748159297,0.00034,63
36.0,0.6,50000.0,4.9999999999999996e-05,4.7e-05,1.0,84.36423594638359,21.593130000000002,90.0,6.261960059573791,2.3434509985106553,212.42996299928032,216.3451,8.336399999999998,212.46760544905712,84.36423594638359,212.42996299928032,7647.478667974092,7117.3243068170805,93.06759280836992,0.0005200000000000001,64
40.0,0.6,50000.0,4.9999999999999996e-05,4.7e-05,1.0,93.83058557555576,24.016099999999994,100.0,6.169414424444241,2.345764639388894,236.27537034470342,240.6229,9.262099999999975,236.31721704979844,93.83058557555576,236.27537034470342,9451.014813788137,8804.178789451693,93.1559093168199,0.0005200000000000001,65
44.0,0.6,50000.0,4.9999999999999996e-05,4.7e-05,1.0,103.30815478585568,26.4431,110.0,6.083495649222112,2.3479126087694473,260.14080044988305,264.9244,10.187799999999982,260.1868772901007,103.30815478585568,260.14080044988305,11446.195219794854,10672.574845258316,93.24124427653783,0.0005200000000000001,66
48.0,0.6,50000.0,4.9999999999999996e-05,4.7e-05,1.0,112.28126373390558,28.859750000000005,120.0,6.432280221745354,2.3391929944563663,284.103696603844,289.139,11.113499999999988,284.15324345531417,112.28126373390558,284.103696603844,13636.977436984513,12607.082185682859,92.44777476489402,0.0005200000000000001,67
52.0,0.6,50000.0,4.9999999999999996e-05,4.7e-05,1.0,122.2868021212673,31.284699999999987,130.0,5.933229137486692,2.351669271562833,307.7774833029862,313.4464,12.039099999999962,307.8316692807909,122.2868021212673,307.7774833029862,16004.429131755282,14954.061973045984,93.43702202645137,0.0005200000000000001,68
56.0,0.6,50000.0,4.9999999999999996e-05,4.7e-05,1.0,131.42704992714025,33.70979999999999,140.0,6.123535766328396,2.34691160584179,331.7497675227687,337.7284,12.964600000000019,331.8079699414023,131.42704992714025,331.7497675227687,18577.986981275048,17273.069452551015,92.97600149015459,0.0005200000000000001,69
60.0,0.6,50000.0,4.9999999999999996e-05,4.7e-05,1.0,136.21881463884873,36.13120000000001,150.0,9.187456907434182,2.2703135773141456,357.3629625215176,361.9862,13.892899999999997,357.419031602874,136.21881463884873,357.3629625215176,21441.777751291054,18555.565461613027,86.5393050746259,0.00048,70
36.0,0.65,50000.0,4.9999999999999996e-05,4.7e-05,1.0,95.49612678634284,26.43504,102.85714285714286,7.156543402166685,2.652670188509523,274.30336611228444,278.5405,8.934399999999982,274.33682909885465,95.49612678634284,274.30336611228444,9874.92118004224,9119.510231193266,92.35020781354993,0.0006800000000000002,71
40.0,0.65,50000.0,4.9999999999999996e-05,4.7e-05,1.0,105.2453389675892,29.404260000000008,114.28571428571429,7.91032840335945,2.6311334741897303,305.43084195193006,309.8111,9.926199999999994,305.4675137088618,105.2453389675892,305.43084195193006,12217.233678077202,11076.581374402751,90.66357954893459,0.0006600000000000001,72
44.0,0.65,50000.0,4.9999999999999996e-05,4.7e-05,1.0,116.55904176287338,32.362599999999986,125.71428571428572,7.282580415896183,2.649069130974395,335.9201057449148,340.9813,10.918199999999956,335.9606378843509,116.55904176287338,335.9201057449148,14780.484652776251,13586.01021667926,91.91857057357974,0.0006600000000000001,73
48.0,0.65,50000.0,4.9999999999999996e-05,4.7e-05,1.0,123.92285357862367,35.303499999999985,137.14285714285714,9.639585932253569,2.5817261162213265,367.5068012723995,371.938,11.896599999999978,367.5470955198856,123.92285357862367,367.5068012723995,17640.326461075176,15356.873639069003,87.05549567325299,0.0006200000000000001,74
52.0,0.65,50000.0,4.9999999999999996e-05,4.7e-05,1.0,134.24767028409707,38.26599999999999,148.57142857142858,9.640991154934673,2.581685967001867,398.36825197561774,403.1442,12.886599999999987,398.4118902805136,134.24767028409707,398.36825197561774,20715.14910273212,18022.43697670764,87.0012418801787,0.0006200000000000001,75
56.0,0.65,50000.0,4.9999999999999996e-05,4.7e-05,1.0,144.59555326990377,41.22800000000001,160.0,9.62777920631014,2.5820634512482816,429.22624820647417,434.3533,13.876899999999978,429.2732523457271,144.59555326990377,429.22624820647417,24036.669899562552,20907.87402542958,86.98323899605613,0.0006200000000000001,76
60.0,0.65,50000.0,4.9999999999999996e-05,4.7e-05,1.0,155.4471322963923,44.182199999999995,171.42857142857144,9.322506160437827,2.590785538273205,459.8418091812486,465.4941,14.867399999999975,459.89274097575475,155.4471322963923,459.8418091812486,27590.508550874918,24163.810939172094,87.58015784528132,0.0006200000000000001,77
36.0,0.7000000000000001,50000.0,4.9999999999999996e-05,4.7e-05,1.0,107.22819054849498,32.66364,120.00000000000003,10.643174542920871,2.978560848569305,367.81555357023416,371.6196,9.466499999999996,367.842675982004,107.22819054849498,367.81555357023416,13241.359928528429,11497.884848304348,86.83311163177602,0.0008400000000000001,78
40.0,0.7000000000000001,50000.0,4.9999999999999996e-05,4.7e-05,1.0,117.52934894043224,36.285,133.33333333333337,11.852988294675843,2.9382337235108063,409.07175862941483,412.8318,10.504199999999969,409.0995440175871,117.52934894043224,409.07175862941483,16362.870345176594,13813.147862361882,84.41763315953725,0.0008200000000000001,79
44.0,0.7000000000000001,50000.0,4.9999999999999996e-05,4.7e-05,1.0,129.09461131207527,39.944100000000006,146.66666666666669,11.980946832675961,2.9339684389108016,450.3652795608991,454.426,11.553299999999979,450.39567920051945,129.09461131207527,450.3652795608991,19816.07230067956,16665.418669815794,84.10051405214281,0.0008000000000000001,80
48.0,0.7000000000000001,50000.0,4.9999999999999996e-05,4.7e-05,1.0,141.64311250000003,43.594999999999985,160.00000000000003,11.473054687499998,2.950898177083334,491.3129166921397,495.9548,12.602399999999989,491.34674455818447,141.64311250000003,491.3129166921397,23583.020001222707,20062.771318687664,85.07295213949475,0.0008200000000000001,81
52.0,0.7000000000000001,50000.0,4.9999999999999996e-05,4.7e-05,1.0,154.13195323329373,47.236200000000025,173.33333333333337,11.077719288484406,2.9640760237171873,532.1951474468314,537.4057,13.65140000000008,532.2322851097729,154.13195323329373,532.1951474468314,27674.14766723523,23756.659007510247,85.84423012108485,0.0008200000000000001,82
56.0,0.7000000000000001,50000.0,4.9999999999999996e-05,4.7e-05,1.0,165.27914680244828,50.9392,186.6666666666667,11.457599927259873,2.951413335758005,573.3542799176868,578.7707,14.719800000000077,573.3938812095146,165.27914680244828,573.3542799176868,32107.83967539046,27317.19636774525,85.07952152471637,0.0008200000000000001,83
60.0,0.7000000000000001,50000.0,4.9999999999999996e-05,4.7e-05,1.0,177.28066691229148,54.53370000000001,200.00000000000006,11.359666543854285,2.9546777818715246,614.606040128953,620.4295,15.74899999999991,614.6484537556419,177.28066691229148,614.606040128953,36876.362407737186,31428.43486086684,85.22650502608334,0.0008200000000000001,84
36.0,0.75,50000.0,4.9999999999999996e-05,4.7e-05,1.0,122.34422425014148,40.897999999999996,144.0,15.038733159623973,3.398450673615041,514.655227221279,518.0752,9.963199999999972,514.6744161555004,122.34422425014148,514.655227221279,18527.588179966046,14968.109207368907,80.78822274101485,0.0011,85
40.0,0.75,50000.0,4.9999999999999996e-05,4.7e-05,1.0,137.55467469129175,45.3642,160.0,14.028328317942657,3.438866867282294,572.0975238161709,576.1963,10.975999999999999,572.1195739825652,137.55467469129175,572.0975238161709,22883.900952646836,18921.2885294271,82.68384209746633,0.00114,86
44.0,0.75,50000.0,4.9999999999999996e-05,4.7e-05,1.0,151.85869249946504,49.93860000000001,176.0,13.71665198894032,3.451333920442387,629.5844538198161,634.2122,12.071700000000078,629.6090132501314,151.85869249946504,629.5844538198161,27701.71596807191,23061.06248764708,83.24777610970564,0.00116,87
48.0,0.75,50000.0,4.9999999999999996e-05,4.7e-05,1.0,165.73689549013466,54.474500000000006,192.0,13.678700265554866,3.4528519893778054,686.8586371541913,691.9121,13.165399999999977,686.8854083473087,165.73689549013466,686.8586371541913,32969.21458340118,27468.718526707817,83.3162660190799,0.00114,88
52.0,0.75,50000.0,4.9999999999999996e-05,4.7e-05,1.0,179.88885489079803,59.0402,208.0,13.514973610193254,3.4594010555922696,744.3186775592588,749.8613,14.256399999999985,744.3479552931317,179.88885489079803,744.3186775592588,38704.57123308146,32360.00011392259,83.60769563638505,0.00116,89
56.0,0.75,50000.0,4.9999999999999996e-05,4.7e-05,1.0,193.75224641341478,63.572100000000006,224.0,13.503461422582689,3.4598615430966926,801.5097280405755,807.478,15.351699999999937,801.5410702075561,193.75224641341478,801.5097280405755,44884.54477027223,37539.932990244604,83.636657522943,0.00116,90
